playerid,Player,K,HB,D,M,G,B,T,HO,GA,I50,CL,CG,R50,FF,FA,AF,SC,fixture_id
1,Patrick Dangerfield,9,13,22,3,1,0,1,0,0,2,6,10,0,0,2,66,61,2
2,Isaac Smith,19,2,21,6,1,0,2,0,1,8,1,2,6,1,1,91,105,2
3,Tom Atkins,9,12,21,0,1,0,4,0,0,2,5,2,2,3,2,70,98,2
4,Gryan Miers,7,12,19,5,0,2,0,0,3,1,1,6,0,2,3,55,56,2
5,Zach Tuohy,13,5,18,4,2,0,0,0,0,0,0,5,9,0,1,70,71,2
6,Tyson Stengle,10,7,17,3,2,0,1,0,1,3,1,2,0,0,1,66,70,2
7,Tanner Bruhn,9,8,17,2,0,0,4,0,1,2,3,3,1,0,0,65,58,2
8,Max Holmes,10,7,17,1,1,0,4,0,0,3,2,2,1,1,0,70,76,2
9,Rhys Stanley,10,6,16,1,0,0,2,29,0,3,2,7,4,2,3,75,70,2
10,Jeremy Cameron,16,0,16,8,2,1,0,0,1,7,2,1,0,0,0,85,80,2
11,Cameron Guthrie,10,5,15,1,0,0,4,0,0,2,3,3,2,1,2,54,64,2
12,Mark O'Connor,8,7,15,3,0,0,4,0,0,0,0,0,4,2,0,65,89,2
13,Oliver Henry,8,7,15,6,2,0,2,0,0,0,2,2,1,4,1,77,82,2
14,Mark Blicavs,5,8,13,2,0,0,5,5,0,3,5,3,0,2,2,58,69,2
15,Zach Guthrie,8,4,12,7,0,0,2,0,0,2,0,0,3,0,0,61,61,2
16,Tom Hawkins,6,5,11,4,2,2,0,4,2,1,0,2,0,1,0,59,75,2
17,Jed Bews,6,5,11,2,0,0,1,0,0,1,0,0,2,0,0,38,47,2
18,Bradley Close,5,5,10,2,0,2,4,0,0,2,2,1,0,1,0,50,46,2
19,Gary Rohan,5,3,8,5,2,0,1,0,0,3,0,3,0,0,2,46,51,2
20,Sam De Koning,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,16,37,2
21,Esava Ratugolea,4,2,6,4,0,0,0,0,0,0,0,4,5,0,3,19,55,2
22,Brandan Parfitt↙,0,5,5,0,0,0,2,0,0,1,2,2,0,0,1,15,17,2
23,Thomas Stewart↗,3,0,3,0,0,0,1,0,0,0,0,0,3,1,0,14,18,2
24,Nick Daicos,21,14,35,7,0,0,0,0,1,5,3,2,3,2,0,114,129,2
25,John Noble,23,6,29,7,0,0,1,0,2,5,0,4,6,2,1,105,105,2
26,Scott Pendlebury,13,14,27,4,1,0,8,0,1,2,4,1,0,1,0,118,129,2
27,Josh Daicos,16,11,27,3,0,0,3,0,0,6,5,0,5,0,0,91,121,2
28,Jordan De Goey,12,13,25,8,3,0,2,0,3,6,5,3,0,1,0,113,130,2
29,Jack Crisp,11,11,22,4,0,1,4,0,1,4,3,3,1,0,1,81,90,2
30,Tom Mitchell,9,12,21,3,2,0,4,0,0,2,10,2,0,2,2,84,109,2
31,Beau McCreery,13,7,20,5,2,0,1,0,2,5,1,1,0,0,1,81,108,2
32,Steele Sidebottom,8,11,19,5,0,0,4,0,1,3,2,4,0,0,2,71,84,2
33,Brayden Maynard,13,6,19,7,0,0,2,0,1,2,0,4,1,1,2,75,82,2
34,Will H-Elliott,12,6,18,5,0,0,2,0,0,2,3,6,2,1,0,72,55,2
35,Taylor Adams,8,8,16,3,1,1,3,0,3,4,3,5,0,0,2,62,68,2
36,Jamie Elliott,8,5,13,6,0,2,1,0,0,2,0,2,1,0,0,58,35,2
37,Darcy Moore,12,1,13,5,0,0,1,0,0,2,0,4,5,2,0,59,92,2
38,Darcy Cameron,8,3,11,4,0,1,2,29,0,0,3,4,0,4,3,75,103,2
39,Bobby Hill,8,2,10,7,3,0,3,0,1,5,1,1,0,2,0,81,77,2
40,Brody Mihocek,6,3,9,5,2,1,2,0,0,2,0,3,0,2,1,59,45,2
41,Jeremy Howe↗,6,2,8,3,0,0,0,0,0,1,0,0,2,0,0,31,38,2
42,Isaac Quaynor,4,4,8,2,0,0,4,0,0,0,0,3,1,1,2,37,37,2
43,Daniel McStay,4,2,6,3,1,1,2,0,0,0,0,0,0,1,0,41,41,2
44,Mason Cox,6,0,6,5,2,0,1,16,1,4,1,2,0,0,2,59,69,2
45,Nathan Murphy,5,1,6,3,0,0,0,0,0,0,0,2,2,1,2,21,37,2
46,Reef McInnes↙,3,1,4,1,2,1,2,0,1,0,0,0,0,1,0,36,61,2
47,Harry Sheezel,22,12,34,9,0,0,0,0,1,4,1,5,8,1,0,118,114,3
48,Luke D-Uniacke,12,20,32,1,1,1,5,0,1,7,10,1,0,2,0,108,143,3
49,Jack Ziebell,22,4,26,9,0,0,2,0,0,4,0,0,6,0,0,109,102,3
50,Jy Simpkin,13,12,25,3,0,0,5,0,0,3,7,6,2,3,3,86,88,3
51,Tom Powell,8,16,24,3,0,1,4,0,0,4,4,6,0,0,3,73,72,3
52,Luke McDonald,15,7,22,5,0,0,6,0,0,1,0,5,5,2,4,88,110,3
53,Liam Shiels,9,10,19,3,0,1,4,0,0,2,1,4,1,1,2,68,56,3
54,Bailey Scott,10,7,17,5,0,1,4,0,1,3,1,2,1,0,0,76,69,3
55,Curtis Taylor,12,5,17,6,0,1,3,0,0,2,1,3,1,0,0,77,59,3
56,Will Phillips↙,5,12,17,0,0,1,2,0,1,3,4,1,0,1,1,46,65,3
57,Ben Cunnington,8,8,16,3,0,1,3,0,0,3,1,4,0,2,1,61,58,3
58,Hugh Greenwood,8,7,15,1,0,0,5,11,1,1,4,1,1,2,0,74,87,3
59,Aiden Bonar,5,10,15,5,0,0,2,0,0,0,0,1,0,0,0,58,82,3
60,Josh Goater,8,7,15,3,0,1,0,0,0,1,0,1,2,1,1,46,57,3
61,Cameron Zurhaar,8,6,14,1,2,0,1,0,2,4,1,1,0,1,0,56,93,3
62,Charlie Comben,7,6,13,3,1,1,6,12,2,1,3,3,0,1,2,80,83,3
63,Miller Bergman,9,4,13,3,0,0,0,0,0,3,0,1,2,2,0,46,52,3
64,Griffin Logue,6,4,10,4,0,0,0,0,0,0,0,3,2,1,2,33,64,3
65,Nick Larkey,7,2,9,3,6,0,1,0,0,0,0,0,0,2,0,76,89,3
66,Kayne Turner,4,4,8,1,0,0,9,0,0,1,1,1,0,1,0,60,62,3
67,Jaidyn Stephenson,4,4,8,2,0,1,5,0,0,1,0,3,2,0,0,47,27,3
68,Paul Curtis,6,2,8,3,2,1,1,0,0,1,1,2,1,1,1,46,50,3
69,Tristan Xerri↗,0,5,5,1,0,0,1,9,0,0,1,0,0,0,0,26,35,3
70,Luke Shuey,18,9,27,4,1,1,8,0,1,7,4,4,2,1,2,118,112,3
71,Shannon Hurn,19,6,25,4,0,0,2,0,0,2,0,3,7,1,3,81,110,3
72,Dominic Sheed,12,13,25,3,0,0,3,0,1,2,4,4,1,2,2,79,89,3
73,Andrew Gaff,11,12,23,5,0,1,4,0,0,3,3,0,2,0,0,89,101,3
74,Jeremy McGovern,15,7,22,10,0,0,1,0,0,1,0,3,5,0,0,93,108,3
75,Tim Kelly,13,9,22,4,1,0,3,0,1,4,4,7,1,1,3,79,72,3
76,Tom Cole,8,12,20,8,0,0,1,0,0,1,0,2,5,0,2,70,78,3
77,Tom Barrass,15,3,18,10,0,0,1,0,0,0,0,1,5,0,0,85,103,3
78,Liam Duggan,10,8,18,4,0,0,4,0,1,1,0,4,6,0,0,74,68,3
79,Alex Witherden,9,9,18,5,0,0,3,0,0,1,0,2,1,2,1,71,58,3
80,Reuben Ginbey,4,11,15,4,0,1,12,0,0,3,3,2,0,0,1,92,85,3
81,Jack Darling,9,5,14,6,1,3,1,2,1,1,0,1,0,1,0,71,65,3
82,Jamaine Jones,7,7,14,4,2,0,2,0,0,1,0,3,0,0,0,67,58,3
83,Liam Ryan,11,2,13,7,3,0,5,0,0,3,1,3,0,2,1,95,91,3
84,Jamie Cripps,5,7,12,6,1,2,3,0,2,0,0,1,0,0,0,67,55,3
85,Jayden Hunt,6,6,12,2,0,0,2,0,0,4,2,2,0,0,0,44,56,3
86,Noah Long,6,4,10,1,1,0,3,0,0,2,1,4,0,0,3,38,63,3
87,Oscar Allen,7,2,9,4,2,2,1,0,1,2,0,0,0,3,0,58,64,3
88,Xavier O'Neill,4,4,8,1,0,0,5,0,0,3,1,3,0,2,2,39,41,3
89,Bailey J. Williams,3,5,8,0,0,0,5,37,0,4,3,3,0,3,3,70,79,3
90,Campbell Chesser,4,1,5,3,0,0,2,0,0,0,0,1,0,1,0,32,20,3
91,Callum Jamieson↗,2,1,3,2,0,0,0,10,0,0,0,1,0,0,0,24,7,3
92,Jack Petruccelle↙,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,4,4,3
93,Oliver Wines,12,17,29,9,1,1,0,1,0,6,6,8,1,0,4,93,73,4
94,Darcy B-Jones,12,15,27,5,0,0,1,0,2,3,1,3,2,0,2,79,102,4
95,Jason H-Francis,17,8,25,2,1,1,3,0,3,10,7,2,0,1,1,90,136,4
96,Ryan Burton,21,3,24,7,0,0,1,0,1,4,0,3,5,1,0,95,102,4
97,Zak Butters,13,11,24,8,0,0,1,0,1,6,4,0,2,0,0,89,101,4
98,Connor Rozee,12,11,23,4,1,0,6,0,0,6,1,2,0,1,2,95,97,4
99,Miles Bergman,18,5,23,6,0,2,2,0,1,4,4,4,0,0,1,89,89,4
100,Xavier Duursma,9,13,22,3,0,0,0,0,0,1,5,3,2,0,0,62,76,4
101,Sam P-Pepper,13,8,21,4,1,2,5,0,1,2,3,2,0,3,1,95,97,4
102,Kane Farrell,15,6,21,4,0,0,1,0,0,3,1,0,3,0,0,73,100,4
103,Willem Drew,4,16,20,2,0,0,4,1,0,2,3,1,1,0,1,64,80,4
104,Dan Houston,10,9,19,4,0,0,1,0,0,4,4,3,2,0,2,58,86,4
105,Willie Rioli,9,7,16,2,3,0,4,0,1,2,3,1,0,1,1,79,126,4
106,Aliir Aliir,9,6,15,7,0,0,1,0,1,2,0,3,4,1,1,62,110,4
107,Charlie Dixon,11,3,14,10,3,3,0,8,0,3,1,9,0,0,4,86,80,4
108,Scott Lycett,1,12,13,0,0,0,3,26,1,0,2,3,1,1,2,60,87,4
109,Mitch Georgiades,8,5,13,5,1,3,2,0,0,1,0,2,0,1,1,64,75,4
110,Thomas Jonas,8,4,12,7,0,0,1,0,0,0,0,2,3,1,0,58,55,4
111,Lachlan Jones,7,5,12,4,3,0,2,3,0,1,2,1,1,0,0,72,76,4
112,Todd Marshall,8,3,11,8,4,1,3,0,1,1,0,1,0,0,1,88,123,4
113,Trent McKenzie,7,3,10,6,0,0,1,0,0,1,0,1,2,0,1,46,64,4
114,Orazio Fantasia↗,5,4,9,3,0,3,2,0,0,3,0,1,0,1,0,44,33,4
115,Francis Evans↙,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,8,6,4
116,Daniel Rich,23,3,26,4,1,0,0,0,0,2,2,5,18,2,2,89,112,4
117,Lachie Neale,8,12,20,0,0,0,6,0,1,5,5,4,1,3,1,72,95,4
118,Conor McKenna,12,8,20,0,1,0,1,0,0,3,0,1,4,0,0,62,93,4
119,Josh Dunkley,3,16,19,0,0,0,9,0,0,1,7,2,1,3,1,77,108,4
120,Zac Bailey,11,5,16,4,2,0,2,0,0,2,2,1,1,3,0,78,95,4
121,Jarrod Berry,8,7,15,5,0,0,0,0,0,5,0,3,1,1,1,51,43,4
122,Keidean Coleman,11,4,15,2,0,0,2,0,1,4,1,1,3,2,0,57,69,4
123,Cameron Rayner,9,5,14,4,0,0,3,0,0,0,0,1,4,2,0,63,85,4
124,Hugh McCluggage,7,6,13,3,0,0,4,0,1,3,3,3,1,0,1,55,68,4
125,Will Ashcroft,10,3,13,0,1,0,4,0,0,1,4,3,0,1,0,59,55,4
126,Harris Andrews,5,6,11,6,0,0,0,0,0,0,0,0,2,2,0,47,79,4
127,Oscar McInerney,5,6,11,2,1,0,2,33,0,2,4,3,0,0,0,80,67,4
128,Darcy Wilmot,10,1,11,4,0,1,1,0,0,1,1,1,3,0,0,49,51,4
129,Joe Daniher,7,3,10,3,1,0,0,5,0,2,1,3,0,1,1,45,49,4
130,Jack Gunston,7,2,9,4,2,0,0,0,0,2,0,5,0,0,0,49,33,4
131,Lincoln McCarthy,4,4,8,2,1,0,4,0,1,1,3,0,1,2,0,50,53,4
132,James Tunstill↗,2,5,7,1,0,0,0,0,0,2,1,0,0,0,0,19,37,4
133,Charlie Cameron,5,1,6,2,0,2,3,0,0,1,3,2,1,1,2,32,23,4
134,Deven Robertson,3,3,6,0,0,0,4,0,0,1,1,3,1,0,0,31,23,4
135,Eric Hipwood,3,1,4,2,1,0,0,3,0,2,0,2,0,1,0,27,25,4
136,Brandon Starcevich,3,1,4,1,0,0,1,0,0,0,0,2,3,0,1,15,24,4
137,Jack Payne,4,0,4,2,0,0,0,0,0,0,0,2,2,1,1,16,32,4
138,Jaxon Prior↙,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,6,6,4
139,Clayton Oliver,15,18,33,6,0,0,7,0,0,3,8,5,1,0,1,124,113,5
140,Christian Petracca,18,12,30,3,0,2,5,0,1,6,8,6,1,3,1,109,97,5
141,Trent Rivers,15,9,24,9,0,0,1,0,2,4,0,1,4,0,0,94,85,5
142,Angus Brayshaw,14,8,22,10,0,0,3,0,0,2,0,3,4,1,1,98,89,5
143,Max Gawn,14,7,21,6,2,0,1,21,0,5,5,5,3,2,0,113,140,5
144,Jake Lever,17,4,21,9,0,0,0,0,0,2,0,2,3,1,0,87,105,5
145,Adam Tomlinson,15,4,19,7,0,0,2,0,0,1,0,0,8,0,0,82,101,5
146,Kysaiah Pickett,15,4,19,7,4,1,8,0,2,1,3,5,1,1,4,120,144,5
147,Brodie Grundy,7,10,17,1,1,1,3,12,0,6,0,3,1,4,0,79,69,5
148,Alex N-Bullen,11,6,17,6,1,0,2,0,0,2,0,2,2,2,0,79,57,5
149,Jake Bowey,10,7,17,3,0,0,2,0,0,3,1,0,3,1,0,62,84,5
150,Kade Chandler,11,5,16,8,1,2,7,0,2,4,1,1,0,1,0,104,93,5
151,Ben Brown,12,3,15,7,4,1,1,1,1,2,0,2,1,1,0,94,111,5
152,James Harmes,6,9,15,3,0,0,4,0,0,3,1,0,0,0,0,61,65,5
153,Charlie Spargo,12,3,15,5,2,0,1,0,3,6,0,3,0,2,0,75,81,5
154,Ed Langdon,12,2,14,4,0,1,1,0,1,1,0,3,2,0,0,57,49,5
155,Harrison Petty,9,5,14,6,0,0,3,0,0,0,0,4,5,1,3,59,78,5
156,Judd McVee,11,3,14,3,0,0,1,0,0,2,0,2,2,0,1,49,50,5
157,Tom McDonald,8,5,13,4,0,1,3,2,0,2,0,2,0,1,0,62,56,5
158,Lachlan Hunter,8,4,12,5,0,0,3,0,0,1,0,1,0,1,0,60,53,5
159,Tom Sparrow,7,5,12,2,1,0,6,0,0,2,1,4,0,0,1,64,45,5
160,Bailey Laurie↗,2,2,4,1,0,0,1,0,0,1,2,0,0,0,0,17,21,5
161,Jake Melksham↙,2,0,2,2,1,1,0,0,0,1,0,1,0,0,1,16,11,5
162,Jackson Macrae,14,19,33,4,1,0,3,0,1,4,4,5,3,0,1,107,106,5
163,Thomas Liberatore,13,19,32,4,1,1,6,0,2,6,7,5,1,0,2,114,118,5
164,Adam Treloar,11,21,32,5,1,0,6,0,1,2,6,1,2,1,0,121,132,5
165,Caleb Daniel,17,12,29,5,0,0,4,0,0,1,1,5,7,3,1,106,99,5
166,Ed Richards,21,6,27,3,0,0,1,0,0,5,0,6,7,1,0,89,106,5
167,Bailey Smith,19,8,27,3,0,1,3,0,0,9,2,5,1,1,0,96,76,5
168,Marcus Bontempelli,13,12,25,3,1,1,5,0,0,1,6,2,3,0,0,99,107,5
169,Timothy English,12,12,24,6,0,0,4,22,1,6,3,4,1,2,1,115,134,5
170,Bailey Dale,15,4,19,2,0,0,1,0,0,2,0,6,4,0,3,54,56,5
171,Bailey Williams,8,10,18,4,1,0,0,0,0,2,3,2,2,0,0,62,59,5
172,Josh Bruce,8,6,14,6,0,0,1,0,0,0,0,3,4,0,2,52,50,5
173,Oskar Baker,10,3,13,3,1,0,1,0,0,3,0,2,0,0,0,55,43,5
174,Anthony Scott,7,6,13,4,0,0,4,0,1,2,2,1,0,2,0,63,96,5
175,Taylor Duryea,5,6,11,5,0,0,1,0,0,3,0,4,2,0,1,43,41,5
176,Aaron Naughton,9,2,11,5,1,2,1,1,0,1,1,3,0,3,3,53,70,5
177,Alex Keath,5,4,9,4,0,0,4,0,0,0,1,7,1,0,3,42,41,5
178,Jamarra U-Hagan,6,1,7,3,1,3,1,0,0,1,0,3,0,0,0,42,29,5
179,Jason Johannisen,3,3,6,2,1,0,1,0,0,2,0,2,0,0,1,28,36,5
180,Rory Lobb,2,4,6,2,0,0,0,3,0,0,0,2,1,0,0,23,34,5
181,Mitchell Hannan,3,3,6,1,0,0,2,0,0,0,0,4,0,0,2,20,18,5
182,Sam Darcy,5,1,6,1,0,1,3,1,0,0,0,2,0,0,2,28,28,5
183,Toby McLean↙,1,4,5,1,0,0,0,0,0,0,1,0,1,0,0,14,21,5
184,Liam Jones↗,1,0,1,1,0,0,1,0,0,0,0,2,1,0,1,7,5,5
185,Touk Miller,13,16,29,1,0,0,8,0,1,5,7,5,3,2,0,108,113,6
186,Matt Rowell,17,11,28,2,0,0,8,0,0,3,9,4,2,4,2,109,119,6
187,Charlie Constable,23,3,26,4,0,0,0,0,0,2,0,6,8,0,0,87,56,6
188,Jarrod Witts,15,10,25,5,0,1,1,51,0,5,10,4,2,4,1,137,140,6
189,Darcy Macpherson,14,8,22,5,0,0,3,0,0,1,0,2,2,1,1,83,76,6
190,David Swallow,13,7,20,3,1,0,2,0,0,1,5,2,0,1,1,74,69,6
191,Bodhi Uwland,14,6,20,3,0,0,1,0,0,2,1,4,5,1,0,68,59,6
192,Sam Flanders,9,10,19,2,2,0,1,0,1,2,0,4,2,0,0,69,64,6
193,Jy Farrar,11,7,18,3,0,0,3,0,0,2,0,5,7,2,1,67,67,6
194,Noah Anderson,10,7,17,1,1,1,6,0,0,3,4,0,1,0,0,78,93,6
195,Ben Ainsworth,8,8,16,3,2,0,2,0,1,2,1,4,1,1,1,67,68,6
196,Alex Davies,8,8,16,2,0,0,0,0,1,2,2,4,0,0,1,43,46,6
197,Nicholas Holman,7,8,15,3,1,0,4,0,1,4,2,2,1,1,0,69,83,6
198,Elijah Hollands,12,3,15,3,0,1,0,0,0,1,1,6,0,0,2,46,31,6
199,Ben Long,9,4,13,1,0,0,2,0,0,0,1,4,4,0,2,40,57,6
200,Charlie Ballard,8,5,13,3,0,0,3,0,0,1,0,2,3,1,0,56,67,6
201,Samuel Collins,5,7,12,4,0,0,1,0,0,0,0,6,2,1,1,43,51,6
202,Jack Lukosius,8,3,11,3,0,0,2,0,1,6,0,2,3,2,1,46,45,6
203,Brayden Fiorini↙,7,2,9,1,0,1,1,0,0,1,2,2,1,0,0,33,11,6
204,Joel Jeffrey,5,2,7,0,1,0,6,0,0,0,0,4,0,0,1,46,46,6
205,Mabior Chol,5,1,6,1,0,1,6,2,0,1,1,0,1,0,0,47,39,6
206,Ben King,1,4,5,1,1,0,0,0,1,0,0,4,0,0,0,20,19,6
207,Levi Casboult↗,3,1,4,2,0,0,0,3,0,0,0,2,0,0,0,20,14,6
208,Chad Warner,21,9,30,3,0,3,8,0,2,8,3,6,0,1,3,117,114,6
209,Jake Lloyd,15,13,28,9,1,0,2,0,1,0,0,2,5,1,2,107,100,6
210,Dylan Stephens,19,8,27,4,1,0,4,0,0,3,0,3,2,0,1,104,111,6
211,Luke Parker,9,16,25,1,0,0,6,0,1,3,4,2,0,0,1,83,89,6
212,Dane Rampe,13,12,25,7,0,0,4,0,0,1,0,0,3,0,0,100,150,6
213,Errol Gulden,18,6,24,2,1,1,5,0,0,10,3,2,2,0,0,99,115,6
214,Justin McInerney,15,8,23,7,0,0,4,0,1,4,0,4,0,1,1,96,71,6
215,Peter Ladhams↗,7,13,20,4,0,0,3,15,0,1,5,5,1,1,3,78,72,6
216,Nick Blakey,18,2,20,6,0,0,4,0,0,3,0,5,6,0,0,92,63,6
217,Callum Mills,8,11,19,2,1,0,7,0,2,2,6,3,0,1,0,87,94,6
218,Will Hayward,11,8,19,4,1,3,2,0,0,3,1,4,1,1,1,76,63,6
219,Oliver Florent,9,9,18,5,1,0,2,0,0,2,0,0,3,2,0,76,85,6
220,James Rowbottom,10,7,17,1,0,0,10,0,0,7,3,4,0,0,1,84,75,6
221,Tom McCartin,12,4,16,5,0,0,3,0,0,0,0,2,3,1,0,72,84,6
222,Braeden Campbell,10,6,16,2,0,0,3,0,1,3,2,4,0,1,1,58,79,6
223,Patrick McCartin,14,1,15,6,0,0,2,0,0,0,0,3,4,1,1,68,61,6
224,Tom Papley,12,3,15,2,2,0,0,0,1,7,7,3,0,0,1,57,93,6
225,Harry Cunningham,9,4,13,3,2,1,4,0,0,1,0,2,0,0,1,70,65,6
226,Isaac Heeney,8,4,12,3,1,2,3,0,0,0,2,4,2,3,0,64,71,6
227,Hayden McLean,4,7,11,4,1,0,3,7,0,0,2,2,0,0,0,63,67,6
228,Logan McDonald,7,2,9,5,2,0,1,0,0,4,0,1,0,0,0,56,63,6
229,Lance Franklin,7,1,8,4,2,1,1,0,1,2,0,7,0,1,4,41,52,6
230,Matthew Roberts↙,3,4,7,0,0,0,3,0,0,0,1,0,2,0,0,29,27,6
231,Tom Green,19,18,37,6,1,0,4,0,0,4,8,5,3,1,2,128,134,7
232,Stephen Coniglio,20,12,32,3,1,1,1,0,1,9,8,2,1,0,0,104,143,7
233,Callan Ward,12,19,31,4,1,2,0,0,0,5,4,3,1,1,0,95,124,7
234,Joshua Kelly,12,14,26,7,0,0,2,0,0,5,7,7,2,1,1,91,80,7
235,Finn Callaghan,15,10,25,6,0,0,0,0,1,1,3,1,4,0,0,83,101,7
236,Isaac Cumming,12,9,21,3,0,0,0,0,0,1,0,2,7,2,0,65,81,7
237,Lachlan Ash,11,10,21,1,0,0,1,0,1,1,1,6,2,1,2,55,55,7
238,Connor Idun,8,12,20,5,0,0,0,0,0,1,0,0,2,0,0,63,83,7
239,Toby Greene,13,6,19,8,4,4,4,0,1,5,0,4,0,2,1,118,104,7
240,Lachie Whitfield,7,10,17,2,0,0,0,0,0,0,1,3,4,1,0,48,40,7
241,Nick Haynes,13,2,15,8,1,0,0,0,0,2,0,0,4,0,0,73,85,7
242,Jesse Hogan,7,6,13,4,3,1,1,2,0,2,0,3,0,0,1,67,83,7
243,Adam Kennedy↙,9,3,12,4,0,0,2,0,1,4,1,1,0,2,1,52,70,7
244,Jacob Wehr,5,7,12,3,0,0,2,0,0,2,0,1,3,1,1,44,50,7
245,Jack Buckley,7,4,11,5,0,0,3,0,0,3,0,2,3,1,0,57,76,7
246,Daniel Lloyd,4,6,10,2,0,1,4,0,1,2,0,2,0,0,1,44,52,7
247,Sam Taylor,7,3,10,3,0,0,1,0,0,2,0,2,1,3,1,40,63,7
248,Jake Riccardi,6,4,10,4,0,1,1,1,1,3,0,1,0,0,0,44,52,7
249,Brent Daniels,6,3,9,2,2,1,5,0,1,3,0,1,0,3,0,66,78,7
250,Matthew Flynn,3,5,8,1,1,1,3,25,0,0,2,5,0,0,3,57,88,7
251,James Peatling,5,3,8,2,0,1,4,0,1,3,0,1,0,1,1,42,64,7
252,Harrison Himmelberg,7,0,7,5,1,0,2,0,0,2,0,1,1,0,0,50,52,7
253,Harry Perryman↗,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7
254,Jordan Dawson,19,4,23,6,0,1,2,0,1,3,0,0,9,0,0,92,97,7
255,Ben Keays,10,11,21,8,1,1,3,0,2,5,1,1,0,0,0,95,102,7
256,Tom Doedee,12,8,20,5,0,0,4,0,0,0,0,2,4,2,2,79,118,7
